,creationDate,isFresh,isRotten,isRtUrl,isTop,reviewUrl,quote,reviewId,scoreOri,scoreSentiment,critic.name,critic.criticPictureUrl,critic.vanity,publication.id,publication.name
166,"Oct 8, 2019",False,True,False,False,http://www.madaboutmoviespodcast.com/episodes/2019/10/8/joker,"Todd Phillips attempts to deliver a complex character study in the guise of a comic book film, but does so without any use of nuance or subtlety whatsoever.",2633484,B-,NEGATIVE,Kent Garrison,http://resizing.flixster.com/mPhx0lphhNOQqU1tBOiW2-1hW_c=/128x128/v1.YzszMTY5O2o7MTkzMDU7MjA0ODszMDA7MzAw,kent-garrison,3256,Mad About Movies Podcast
167,"Oct 8, 2019",True,False,False,False,https://weboughtablog.com/2019/10/07/review-phoenix-allows-joker-to-burn-bright-despite-a-lack-of-innovation/,"While Joker's ambition makes it interesting, it never follows through on the threads that deliver the most impactful messages.",2633469,2.5/4,POSITIVE,Alan French,http://resizing.flixster.com/02l08nkyytXo8HrBjxzyP51sqRc=/128x128/v1.YzszMDk5O2o7MTkzMDU7MjA0ODszMDA7MzAw,alan-french,3172,Sunshine State Cineplex
168,"Oct 8, 2019",False,True,False,False,http://www.impulsegamer.com/joker-film-review/,"In Joker, a suitably creepy lead performance by Joaquin Phoenix is undermined by heavy-handed direction and a clunky screenplay.",2633464,2.5/5,NEGATIVE,Damien Straker,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,damien-straker,2560,Impulse Gamer
169,"Oct 8, 2019",True,False,False,False,https://www.scpr.org/programs/filmweek/2019/10/04/64963/filmweek-joker-dolemite-is-my-name-pain-and-glory/,"A rather extraordinary movie... Ultimately, it is a study of the instability in the mind, the outer instability in the world, and what happens when those two things lay over each other in an extremely volatile way.",2633449,,POSITIVE,Wade Major,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,wade-major,3509,FilmWeek (KPCC - NPR Los Angeles)
170,"Oct 7, 2019",True,False,False,False,https://www.youtube.com/watch?v=jvXKxDsp0cI&t=37s,A violent chaotic world beats down and then elevates a psychopath in this origin story. In the title role Joaquin Phoenix is brilliant. Even when the movie makes you want to turn your head he demands you keep your eyes on him.,2633372,7/10,POSITIVE,Jackie K. Cooper,http://resizing.flixster.com/EpX8PSAC9zmltIxVeOkxg70shS8=/38x40/v1.YzsxNzcwO2o7MTkzMDU7MjA0ODszODs0MA,jackie-k-cooper,1557,jackiekcooper.com
171,"Oct 7, 2019",True,False,False,False,https://www.heraldscotland.com/arts_ents/17939069.joker-15/,"For all the film's faults and manipulations, I was not bored for a second, and that is due to Phoenix, who gives his all as only he can.",2633354,4/5,POSITIVE,Alison Rowat,http://resizing.flixster.com/I4_JM8vzSPAleFRk04fy85EwVZk=/128x128/v1.YzsyOTE2O2o7MTkzMDU7MjA0ODszNTA7MzUw,alison-rowat,2972,The Herald (Scotland)
172,"Oct 7, 2019",True,False,False,False,http://www.shadowsonthewall.co.uk/19/joker.htm,"The film is impressively lurid, with a freak-out performance from Joaquin Phoenix... But even as it feels very of-the-moment, the film is indulgent and rather too lurid to take seriously.",2633277,3.5/5,POSITIVE,Rich Cline,http://resizing.flixster.com/qR2eWsVmK2KfS2buQAy9HU2Z9yc=/128x128/v1.YzszODk2O2o7MTkzMDU7MjA0ODs5NTQ7OTQ4,rich-cline,929,Shadows on the Wall
173,"Oct 7, 2019",True,False,False,False,https://oneroomwithaview.com/2019/10/05/joker-review/,Joker is an effectively disquieting character study featuring a great Joaquin Phoenix performance that doesn't actually court any of the controversy it's received.,2633272,4/5,POSITIVE,Jack Blackwell,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jack-blackwell,3078,One Room With A View
174,"Oct 7, 2019",False,True,False,False,https://www.okayplayer.com/originals/new-joker-movie-controversy-black-people-review.html,"It's a ripoff of the highest order, borrowing from greater filmmakers without the nuance or intelligence to make the entire enterprise worthwhile.",2633266,,NEGATIVE,Jourdain Searles,http://resizing.flixster.com/Rk90o4PkjzIxpeatYBCyg8iry64=/128x128/v1.YzszMDA1O2o7MTkzMDU7MjA0ODsyMDAwOzIwMDA,jourdain-searles,3331,okayplayer
175,"Oct 7, 2019",True,False,False,True,https://www.theverge.com/2019/10/4/20899422/joker-movie-review-todd-phillips-joaquin-phoenix-incel-violence-dc-comics-batman,"It's hypnotic just how horrifying Arthur's existence is, just as Phoenix's performance is hypnotic as he spirals from fragile hope into increasingly outsized and confident acts of destruction.",2633233,,POSITIVE,Tasha Robinson,http://resizing.flixster.com/E68oTyMUyHcrR9KX6O_3GxRToqI=/128x128/v1.YzszNDEwO2o7MTkzMDU7MjA0ODszMDA7MzAw,tasha-robinson,2525,The Verge
176,"Oct 7, 2019",False,True,False,False,https://www.nbcnews.com/think/opinion/joker-starring-joaquin-phoenix-sparked-incel-controversy-because-it-s-ncna1062656,"It turns out the piece of art that has caused such an uproar is nothing more than an incoherent, misbegotten and embarrassingly dull two hours.",2633227,,NEGATIVE,Ani Bundel,http://resizing.flixster.com/FNpg8TKjxzwPtnaMX2vGOgvY1ZI=/128x128/v1.YzszMjQ4O2o7MTkzMDU7MjA0ODszMDA7MzAw,ani-bundel,3328,NBC News THINK
177,"Oct 7, 2019",False,True,False,False,https://www.tor.com/2019/10/07/jokers-dismissal-of-pop-culture-narratives-is-precisely-what-brings-it-down/,"It's unclear if the movie thinks that the Joker doesn't know that his statement is political, or the film itself doesn't understand it's own political nature[...]",2633210,,NEGATIVE,Emmet Asher-Perrin,http://resizing.flixster.com/CCpuH-NEi4965lY8_f3TA-f0Z7M=/128x128/v1.YzszMjU1O2o7MTkzMDU7MjA0ODszMDA7MzAw,emmet-asher-perrin,3104,Tor.com
178,"Oct 7, 2019",False,True,False,True,https://www.aarp.org/entertainment/movies-for-grownups/info-2019/weekend-review.html?intcmp=AE-ENT-M4G-R1-C2,"As well made as Joker is, there is little here to delight in beyond Phoenix's performance.",2633209,3/5,NEGATIVE,Lisa Kennedy,http://resizing.flixster.com/0Bgwv_FFIWPg2OkB3xRCPM0FGtM=/72x72/v1.YzsyMjY3O3A7MTkzMDU7MjA0ODs3Mjs3Mg,lisa-kennedy,2401,AARP Movies for Grownups
179,"Oct 7, 2019",False,True,False,False,http://www.bullz-eye.com/2019/10/07/movie-review-joker/,Joker is a soulless retread that hopes to masquerade in the flesh of a Martin Scorsese/Paul Schrader film in an attempt to seem edgy or dark but is ultimately defiantly mediocre at best and an utter sham at worst.,2633200,2.5/5,NEGATIVE,Rob Dean,http://resizing.flixster.com/8w81iVCvQu8p_Ul_Rz2aY5RKjqw=/128x128/v1.YzsyODI1O2c7MTkzMDU7MjA0ODsxNTA7MTUw,rob-dean,1697,Bullz-Eye.com
180,"Oct 7, 2019",False,True,False,False,https://www.chasewhale.com/film/joker,A derivative movie that exploits mental illness and violence,2633198,,NEGATIVE,Chase Whale,http://resizing.flixster.com/9a8EusrmRm223mub_D6yAhXx_J4=/38x42/v1.YzsyMzY4O2o7MTkzMDU7MjA0ODszODs0Mg,chase-whale,2557,ChaseWhale.com
181,"Oct 7, 2019",False,True,False,False,https://shouldisee.it/reviews/2019/joker-2019,There's a cowardice about all of this which is really hard to ignore.,2633181,2.5/5,NEGATIVE,Michael Ward,http://resizing.flixster.com/lZWIabB09XAXRlILPVj1c_Dcg-Y=/128x128/v1.YzszMjAxO2o7MTkzMDU7MjA0ODszMDA7MzAw,michael-ward,3295,Should I See It
182,"Oct 7, 2019",True,False,False,False,https://www.radiotimes.com/news/film/2019-10-02/joker-film-review/,"Joker, on the other hand, feels like a damning indictment of societal ills, a study in how real monsters are made; it's a film that's desperately, maybe even depressingly relevant.",2633173,5/5,POSITIVE,Emma Simmonds,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,emma-simmonds,2290,Radio Times
183,"Oct 7, 2019",False,True,False,True,https://www.filmcomment.com/blog/review-joker/,"In aping the ambition and prestige of its motley influences, Joker winds up with a bungled understanding of its own relation to violence.",2633164,5/10,NEGATIVE,Phoebe Chen,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,phoebe-chen,165,Film Comment Magazine
184,"Oct 7, 2019",False,True,False,False,https://thepopbreak.com/2019/10/07/joker-review-too-incoherent-to-be-dangerous/,For all the handwringing over Joker's release to call it dangerous simply imbues it with more coherence and power than it actually has.,2633156,,NEGATIVE,Marisa Carpico,http://resizing.flixster.com/qqdKAgzBhUMX4s9LKjzVpYz7z0A=/128x128/v1.YzszMjQyO2o7MTkzMDU7MjA0ODszMDA7MzAw,marisa-carpico,3330,The Pop Break
185,"Oct 7, 2019",True,False,False,True,https://observer.com/2019/10/joker-review-joaquin-phoenix-rex-reed/,"A movie that borders on genius-repellant, dark, terrifying, disgusting, brilliant and unforgettable.",2633144,3.5/4,POSITIVE,Rex Reed,http://resizing.flixster.com/HA4jdSHHtS79bacPa0wQUlA7mZA=/38x41/v1.YzsxNjI0O2c7MTkzMDU7MjA0ODszODs0MQ,rex-reed,335,Observer
186,"Oct 7, 2019",True,False,False,False,https://www.nacion.com/viva/cine/critica-de-cine-guason-joker-llega-un/ISJXJX4W5NHQND45XXT6KZ4UCI/story/,The filmic language that one can break down has an unambiguous achievement: to give the film the code of a classic epic and avoid the banality of a meaningless comic. [Full Review in Spanish],2633135,5/5,POSITIVE,William Venegas,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,william-venegas,2730,La Nación (Costa Rica)
187,"Oct 7, 2019",False,True,False,False,https://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=12273267,"So intently focused as he is on crafting an edgy and grown-up vision of the Batman world, Phillips sacrifices consistent character development, good scripting and editing.",2633134,2/5,NEGATIVE,Tom Augustine,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,tom-augustine,726,New Zealand Herald
188,"Oct 7, 2019",True,False,False,False,https://www.whatiwatchedtonight.co.uk/joker,"Whilst the movie lacks depth somewhat, it's undeniably haunting and unnerving - Phoenix is monstrously good in the titular role.",2633088,8.5/10,POSITIVE,Matt Hudson,http://resizing.flixster.com/S3EEBh1fpDfnhii6am2A1ISjJnc=/128x128/v1.Yzs0MDA5O2o7MTkzMDU7MjA0ODszMDA7MzAw,matt-hudson-23219,3181,What I Watched Tonight
189,"Oct 7, 2019",True,False,False,False,https://filmmafia.com.au/2019/10/07/joker/,"Cinematography, art direction and Phoenix's performance are the draws here; the story is so derivative, drawn out, empty and vapid that the film's biggest fault is that it drags.",2633086,3/5,POSITIVE,CJ Johnson,http://resizing.flixster.com/Bxts4YOIyCHcTUrl-uKnTJIALwQ=/128x128/v1.YzszNTMwO2o7MTkzMDU7MjA0ODszMDA7MzAw,cj-johnson,3611,Film Mafia
190,"Oct 7, 2019",True,False,False,False,https://youtu.be/plcgVcbHEuQ,"It's not a movie I'm likely to be watching again, but the visuals, atmosphere, and the lead performance are incredibly strong.",2633084,3.5/5,POSITIVE,Marianna Neal,http://resizing.flixster.com/055PHhgLvKkguH8NmxxRWgWs1-Q=/128x128/v1.YzszMDM5O2c7MTkzMDU7MjA0ODsxNTA7MTUw,marianna-neal,3097,Impression Blend
191,"Oct 7, 2019",True,False,False,False,https://www.youtube.com/watch?v=3Dg4wI5cVYA&list=PLeyJPHbRnGaYXTQthjWff4YBw2TUGic8H&index=1,"There's a moment when he crystalizes into the character, we see it coming, but it arrives with a monstrous sort of grace.",2633075,3.5/5,POSITIVE,Eli Glasner,http://resizing.flixster.com/Z2RoAu2hIaemA00YhOZ4qAe6L68=/128x128/v1.YzsyODE1O2c7MTkzMDU7MjA0ODsxNTA7MTUw,eli-glasner-20431,2931,CBC News Network
192,"Oct 7, 2019",True,False,False,False,http://www.filmfestivaltoday.com/film-reviews/film-review-joker,Brilliant. See it and there is no need to see any other film in 2019.,2633070,,POSITIVE,Victoria Alexander,http://resizing.flixster.com/Kbtyym0DP1JZG9DCh7ln3K5COLU=/38x42/v1.YzsxNzAzO2c7MTkzMDU7MjA0ODszODs0Mg,victoria-alexander,2507,Las Vegas Informer
193,"Oct 7, 2019",False,True,False,False,https://www.splicetoday.com/moving-pictures/twisty-cucks,Not nearly as compelling as the weeks of controversy leading up to its release would indicate. It's both completely ridiculous and ill-conceived,2633069,2/5,NEGATIVE,Stephen Silver,http://resizing.flixster.com/U-Fxk7WnIAT-OxsU91vRfHrvnGU=/128x128/v1.YzsyNjA0O2c7MTkzMDU7MjA0ODsxNTA7MTUw,stephen-silver,2854,Splice Today
194,"Oct 7, 2019",True,False,False,False,http://www.fromthefrontrow.net/2019/10/review-joker-2019.html,"As a gritty comic book villain origin story Joker mostly works on its own merits, but when it tries to match Scorsese's righteous fury, it feels like little more than a pale imitation.",2633065,2.5/4,POSITIVE,Mattie Lucas,http://resizing.flixster.com/YeXcGexjxFzfMPirjy3LFk4BLsk=/128x128/v1.YzsxMDAwMDAyNzQzO2o7MTkzMTQ7MjA0ODszMDA7MzAw,matthew-lucas,3484,From the Front Row
195,"Oct 6, 2019",True,False,False,False,https://www.youtube.com/watch?v=DgP729ACHcY,"{Joker} is one of Joaquin Phoenix's top five performances ever, one that is interesting, compelling and capable of carrying the entire film on its back...",2633063,6/10,POSITIVE,Dominic Griffin,http://resizing.flixster.com/_KJ-9wtBkEe8u1JcAEHkc1EyfQk=/128x128/v1.YzszNDIzO2o7MTkzMDU7MjA0ODszMDA7MzAw,dominic-griffin-25444,3528,The Armchair Auteur
196,"Oct 6, 2019",True,False,False,False,http://theblackcape.com/did-joker-serve-up-a-dc-villain-that-is-too-real-for-us/,'Joker' is a slow-burn psychological thriller that often feels like it's hitting a little too close to home.,2633041,5/5,POSITIVE,Jonita Davis,http://resizing.flixster.com/nMMkxlF_BThVY2JcLCWpoheGdfw=/128x128/v1.YzszNDU5O2o7MTkzMDU7MjA0ODszMDA7MzAw,jonita-davis,3545,The Black Cape
197,"Oct 6, 2019",True,False,False,False,https://cinematicconsiderations.com/2019/10/06/joker-origins-of-psychosis-and-villainy/,Joker is a better film the further writer/director Phillips stays away from the movie's comic book origins and hones in on Arthur's wavering grasp on sanity.,2633040,,POSITIVE,Matt Ward,http://resizing.flixster.com/vfQJtiZ_JFzBsj60u40iG4-lr9Y=/128x128/v1.YzszMTI1O2o7MTkzMDU7MjA0ODszMDA7MzAw,matt-ward,3176,Cinematic Considerations
198,"Oct 6, 2019",True,False,False,False,https://cinemayward.com/review/joker/,"It's an appropriate film for its eponymous antagonist...repellent in its wanton depravity, it's still maddeningly captivating, and sure to spark strong reactions.",2633029,2.5/5,POSITIVE,Joel Mayward,http://resizing.flixster.com/oB-sWcuUguFFSG0uVbql8EyDTlY=/128x128/v1.YzszOTM3O2o7MTkzMDU7MjA0ODs2Njc7NjY3,joel-mayward,3206,Cinemayward
199,"Oct 6, 2019",True,False,False,False,https://bostonhassle.com/review-joker-2019-dir-todd-philips/,"While I can't say I was entirely won over by Joker's thrall in itself, I also can't deny its achievements.",2633028,,POSITIVE,Oscar Goff,http://resizing.flixster.com/tzKQz7hvGPaUZRg9r73D907BBmc=/128x128/v1.YzszNDMxO2o7MTkzMDU7MjA0ODszMDA7MzAw,oscar-goff,3535,Boston Hassle
200,"Oct 6, 2019",False,True,False,True,https://www.mediaversityreviews.com/film-reviews/2019/10/6/joker,"Joker suggests that mental health issues require government funding-a narrative that would actually be progressive, if the film stopped there.",2633026,F,NEGATIVE,Robert Daniels,http://resizing.flixster.com/JIxShpUNgTeXuMiwwUp8g-uU3b4=/128x128/v1.YzsyOTY3O2o7MTkzMDU7MjA0ODs3MjA7NzIw,robert-daniels,3166,Mediaversity Reviews
201,"Oct 6, 2019",True,False,False,False,https://moviecrypt.com/2019/10/06/review-joker-supervillain-social-commentary/,"Less Falling Down and more Fight Club, an anti-hero discovers the power of invisibility, self-delusion, and murder before bringing all three to bear in choosing evil... it's a literal shot in the face that makes one think...",2633025,4/4,POSITIVE,Kevin A. Ranson,http://resizing.flixster.com/NxrX201IOqTGTKfCaIVoyjjI3-o=/128x128/v1.YzsyODM4O2c7MTkzMDU7MjA0ODsxNTA7MTUw,kevin-a-ranson,983,MovieCrypt.com
202,"Oct 6, 2019",True,False,False,False,https://aboutboulder.com/blog/movies/i-started-a-joke/,"I can't say that Joker is a great film. Todd Phillips, Joaquin Phoenix, and the cast and crew have made a very good movie that's sure to polarize audiences and, like Fight Club, is sure to be misunderstood.",2633016,,POSITIVE,Tim Brennan,http://resizing.flixster.com/DdE8KJJB1xgrlhqUExFnsVGJ1ow=/128x128/v1.YzszMDk2O2o7MTkzMDU7MjA0ODszMDA7MzAw,tim-brennan,3167,About Boulder
203,"Oct 6, 2019",False,True,False,False,https://dennisschwartzreviews.com/joker/,"The chilling take away I got is that the cackling laugh of the Joker gets into your head, as if the filmmaker thinks that's enough to explain this sad mental illness story.",2633005,C+,NEGATIVE,Dennis Schwartz,http://resizing.flixster.com/ZhqM56cVMskXWcg7AlzedqtMaKQ=/128x128/v1.YzszNzc0O2o7MTkzMDU7MjA0ODsxNjE5OzE2MTk,dennis-schwartz,873,Dennis Schwartz Movie Reviews
204,"Oct 6, 2019",True,False,False,True,https://www.theguardian.com/film/2019/oct/06/joker-review-joaquin-phoenix-ace-turn,Joker looks set to have the last laugh.,2633001,4/5,POSITIVE,Mark Kermode,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,mark-kermode,1768,Observer (UK)
205,"Oct 6, 2019",False,True,False,False,https://www.firstpost.com/entertainment/joker-is-a-film-that-takes-itself-too-seriously-but-ultimately-amounts-to-a-whole-lot-of-nothing-7450681.html,It's admittedly hard to imagine a film like Joker inspiring real-world violence - or inspiring much of anything.,2632996,,NEGATIVE,Siddhant Adlakha,http://resizing.flixster.com/xfYvjQ8adgVnhGdJoN6VuztdcLY=/128x128/v1.YzszMDI4O2c7MTkzMDU7MjA0ODsxNTA7MTUw,siddhant-adlakha,2784,Firstpost
206,"Oct 6, 2019",False,True,False,False,http://butacaancha.com/tiff-2019-joker-review-guason-resena/,"Joker is not challenging, daring or risky in the least, on the contrary, Phillips adheres with discipline to the rules of the now old New Hollywood and proves to be a docile student, not a visionary. [Full Review in Spanish]",2632978,,NEGATIVE,Jorge (JJ) Negrete,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,jorge,2653,Butaca Ancha
207,"Oct 6, 2019",True,False,False,False,https://www.dailymail.co.uk/home/event/article-7533819/Judy-review-Ren-e-Zellweger-deserves-garlands-masterful-performance.html,"Phoenix, an actor capable of overcooking a performance, gets it spot-on, delivering a tour de force.",2632975,4/5,POSITIVE,Matthew Bond,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matthew-bond,1694,The Mail on Sunday (UK)
208,"Oct 6, 2019",False,True,False,False,https://www.thetimes.co.uk/magazine/culture/judy-review-renee-zellweger-is-the-only-star-of-the-curiously-empty-biopic-of-judy-garland-and-joker-soon-wears-thin-nx7zg305j,"Phillips does everything except have someone holding up a placard reading ""It's time to take the Joker seriously.""",2632974,2/5,NEGATIVE,Tom Shone,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,tom-shone,437,Sunday Times (UK)
209,"Oct 5, 2019",True,False,False,False,https://www.ashevillemovies.com/new/joker,"The kind of rich, complex movie DC has been trying and failing to make ever since The Dark Knight Rises.",2632961,4/5,POSITIVE,Edwin Arnaudin,http://resizing.flixster.com/T4Ud4wm7m0eiYrnQt648e2vlCtQ=/128x128/v1.YzszNDE5O2o7MTkzMDU7MjA0ODszMDA7MzAw,edwin-arnaudin,3516,Asheville Movies
210,"Oct 5, 2019",True,False,False,False,https://natehoodreviews.tumblr.com/post/188152402758/400-words-on-joker,It's brazen rejection of subtext in favor of brash surface literalism is downright Samuel Fullerian.,2632960,7/10,POSITIVE,Nathanael Hood,http://resizing.flixster.com/rOT6w2mpEKfYQE0vp7VteB8rMgY=/128x128/v1.YzszMjM1O2o7MTkzMDU7MjA0ODszMDA7MzAw,nathanael-hood,3354,Nate Hood Reviews
211,"Oct 5, 2019",True,False,False,False,https://macguff.in/film-reviews/joker-2019/,"The crowning achievement of Joker, other than Joaquin Phoenix's acting, is the film's score. Hildur Guðnadóttir composed one of the most iconic scores of the year. It is not an understatement that her score made the film for me.",2632959,A,POSITIVE,Sarah Ksiazek,http://resizing.flixster.com/U3pcDx2pHQjl2O0_rRw62v1i8Lg=/128x128/v1.YzszMTQ0O2o7MTkzMDU7MjA0ODszMDA7MzAw,sarah-ksiazek-23460,2864,The MacGuffin
212,"Oct 5, 2019",False,True,False,False,https://pnabarro.wordpress.com/2019/10/05/joker/,"All the worst inflections of comic book origin fetish, dangerously misunderstanding complex themes from Scorsese's films, and glibly piggybacking on zeitgeisty social issues.",2632957,2/5,NEGATIVE,PJ Nabarro,http://resizing.flixster.com/_5IdFuwLMoS6nRBizODE404xGWk=/128x128/v1.YzszMTc4O2o7MTkzMDU7MjA0ODszMDA7MzAw,pj-nabarro,3237,Patrick Nabarro
213,"Oct 5, 2019",False,True,False,False,https://citizendamepod.com/joker-review/,Much like the Joker himself&#44; Joaquin Phoenix is a performance artist who uses audacity and shock as substitutes for depth&#46;,2632947,,NEGATIVE,Karen M. Peterson,http://resizing.flixster.com/Wc0c_8hEc0EFwb443dm9rL1U1T4=/128x128/v1.YzszODM4O2o7MTkzMDU7MjA0ODsxOTkwOzE5OTA,karen-m-peterson,3064,Citizen Dame
214,"Oct 5, 2019",True,False,False,False,http://www.zakiscorner.com/2019/10/zakis-review-joker.html,"Joker is raw, unsettling, and experimental, anchored by an absolutely mesmerizing central performance.",2632934,B,POSITIVE,Zaki Hasan,http://resizing.flixster.com/7HW-7FN9KmyBIP8yI5thdAzXEPQ=/128x128/v1.YzszMTI5O2o7MTkzMDU7MjA0ODs5NjA7OTYw,zaki-hasan,3251,Zaki's Corner
215,"Oct 5, 2019",True,False,False,False,https://www.thegospelcoalition.org/article/is-the-joker-on-us/,"Joker is the perfect bogeyman for our age, embodying the toxic, corrosive power of an entertainment-obsessed, hyper-mediated society of spectacle.",2632932,,POSITIVE,Brett McCracken,http://resizing.flixster.com/-HhfGfhmTggWiMKVRFRp1pfyLyM=/128x128/v1.YzszNDgwO2o7MTkzMDU7MjA0ODszMDA7MzAw,brett-mccracken,3559,The Gospel Coalition
216,"Oct 5, 2019",True,False,False,False,https://jmuvies.blogspot.com/2019/10/grandly-portayed-joker-might-stir-you.html,"Bravo, and guess who'll have the last laugh when the Best Actor votes are counted.",2632931,4.5/5,POSITIVE,John Urbancich,http://resizing.flixster.com/oWsirFoKa97PhcM8jEmNzY8xh98=/38x42/v1.YzsyNDA1O2c7MTkzMDU7MjA0ODszODs0Mg,john-urbancich,435,Your Movies (cleveland.com)
217,"Oct 5, 2019",True,False,False,False,https://www.victoriaadvocate.com/blogs/staff/flix/joker-review-crafted-after-scorsese-phillips-origins-story-is-a/article_7614fc8c-e773-11e9-ba3c-23427f98da29.html,The gritty look and dark tone of Todd Phillips' origins story is exactly the treatment needed for the sinister supervillain. With Scorsese overtones and Phoenix in one of his best performances classify this under Masterpiece.,2632928,4/4,POSITIVE,Joe Friar,http://resizing.flixster.com/VmM3fasjNbcdTIEOEa5wwhRRcK8=/128x128/v1.YzsxMDAwMDAyNzU0O2o7MTkzMTQ7MjA0ODs0MDA7NDAw,joe-friar-23157,3141,The Victoria Advocate
218,"Oct 5, 2019",True,False,False,False,http://www.punchdrunkcritics.com/2019/10/review-joker-joaquin-phoenixs.html,"While you're not going to see any capes or super-powers, certain allusions made only serve to take you out of the moment and muddy what the movie's true intentions are.",2632920,3/5,POSITIVE,Travis Hopson,http://resizing.flixster.com/HKRlfkXULPiwD0kbPuzizIIK3NI=/128x128/v1.YzsyNDkwO2c7MTkzMDU7MjA0ODsxNTI7MTY4,travis-hopson,2787,Punch Drunk Critics
219,"Oct 5, 2019",True,False,False,False,https://movies8mylife.blogspot.com/2019/10/joker.html,The Taxi Driver of comic book movies.,2632915,5/5,POSITIVE,Matt Neal,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,matt-neal,2397,ABC Radio (Australia)
220,"Oct 5, 2019",True,False,False,False,https://www.independent.ie/entertainment/movies/movie-reviews/joker-it-rarely-if-ever-asks-us-to-sympathise-with-its-troubled-protagonist-38562170.html,"It's a piece of art; a dark, devastating yet mesmerising offering, in which Phoenix - whose magnetic and eerily graceful Joker hobbles and dances his way from mentally unstable loser to despicable murderer - gives the performance of a lifetime.",2632901,5/5,POSITIVE,Chris Wasser,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,chris-wasser,1803,The Herald (Ireland)
221,"Oct 5, 2019",False,True,False,False,https://altfilmlens.wordpress.com/2019/10/05/joker-an-alternative-lens-review/,Joker is to Martin Scorsese what Battleship was to Michael Bay; an empty attempt at imitation that confuses aesthetics and homage for quality and flattery.,2632886,4/10,NEGATIVE,Jennifer Heaton,http://resizing.flixster.com/N-2nUOnbly7mEsIRxc45GRVf1ug=/128x128/v1.YzszMTY1O2o7MTkzMDU7MjA0ODszMDA7MzAw,jennifer-heaton,3260,Alternative Lens
222,"Oct 5, 2019",False,True,False,False,https://www.adelaidereview.com.au/arts/cinema/film-review-joker/,"... no matter how much Phillips, Phoenix and the DC/Warner Brothers corporate brains trust want it to be some profound examination of masculine malaise, this too is just a comic book movie.",2632856,6/10,NEGATIVE,David 'Mad Dog' Bradley,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,david-mad-dog-bradley,2791,Adelaide Review
223,"Oct 5, 2019",True,False,False,False,https://www.hindustantimes.com/movie-reviews/a-grin-outlook-rashid-irani-reviews-joker/story-7TkbqE0MQ9GoUDEfWUHP4L.html,"A multi-layered cautionary tale about the perils of living in a divisive, heartless urban jungle, the movie gains momentum midway and descends into a maelstrom of grotesque violence.",2632828,,POSITIVE,Rashid Irani,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,rashid-irani,1146,Hindustan Times
224,"Oct 5, 2019",True,False,False,False,https://newsmaven.io/indiancountrytoday/lifestyle/joker-review-hold-your-breath-its-a-deep-anxious-dive-into-an-origin-of-sorts-dCfX5x7--0qSCNSkcTO-yA/,"I enjoyed the dark twists of Joker, mirrored by the twisting of Pheonix's body. But even with a masterful performance by Phoenix, I struggled with yet another attack on the origin of the comic villain I grew up with.",2632818,8/10,POSITIVE,Vincent Schilling,http://resizing.flixster.com/Y7d5hiT_eQbe-TnumFctikaLVuc=/128x128/v1.YzszNDc3O2o7MTkzMDU7MjA0ODszMDA7MzAw,vincent-schilling,3560,Indian Country Today
225,"Oct 4, 2019",True,False,False,False,https://cinergetica.com.mx/guason-la-resena-cinergetica/,One of the best films of the year without a doubt. [Full Review in Spanish],2632808,,POSITIVE,David Ocadiz,http://resizing.flixster.com/pMsVSck9OZwoH7XHhLHeIB92oCo=/128x128/v1.YzszNDAxO2o7MTkzMDU7MjA0ODszMDA7MzAw,david-ocadiz,2659,Cinergética
226,"Oct 4, 2019",False,True,False,False,https://www.thedailybeast.com/everything-about-joker-is-absolutely-infuriating?ref=wrap,"It's the same old song over and over again, a cultural record scratch. Send in the clowns...",2632806,,NEGATIVE,Kevin Fallon,https://images.fandango.com/cms/assets/5b6ff500-1663-11ec-ae31-05a670d2d590--rtactordefault.png,kevin-fallon,2345,The Daily Beast
